Epoch,Loss,Time
209,0.102,4.137507677078247
210,0.102,4.1598358154296875
211,0.102,4.179767608642578
212,0.101,4.194714784622192
213,0.101,4.209585905075073
214,0.101,4.224705219268799
215,0.101,4.2397685050964355
216,0.101,4.26154088973999
217,0.101,4.2862114906311035
218,0.101,4.302376747131348
219,0.101,4.325668573379517
220,0.101,4.33977484703064
221,0.101,4.353883504867554
222,0.101,4.376855373382568
223,0.101,4.393480539321899
224,0.101,4.409382343292236
225,0.100,4.421373605728149
226,0.100,4.439461946487427
227,0.101,4.452605724334717
228,0.100,4.47492241859436
229,0.100,4.494466066360474
230,0.100,4.511026620864868
231,0.100,4.532591104507446
232,0.101,4.554642677307129
233,0.100,4.569583177566528
234,0.100,4.589810371398926
235,0.100,4.6123950481414795
236,0.100,4.629504442214966
237,0.100,4.6546125411987305
238,0.100,4.6715593338012695
239,0.100,4.689534664154053
240,0.100,4.71176552772522
241,0.100,4.785515785217285
242,0.099,4.80170750617981
243,0.100,4.837135314941406
244,0.099,4.854303359985352
245,0.100,4.869761943817139
246,0.100,4.893625020980835
247,0.099,4.919480085372925
248,0.099,4.939605712890625
249,0.099,4.961817502975464
250,0.099,4.979777812957764
251,0.099,4.9998297691345215
252,0.099,5.025003671646118
253,0.099,5.045317649841309
254,0.099,5.05938458442688
255,0.099,5.074648857116699
256,0.099,5.092857599258423
257,0.098,5.126499176025391
258,0.098,5.145076513290405
259,0.099,5.167065382003784
260,0.098,5.185613632202148
261,0.098,5.202633857727051
262,0.098,5.219609498977661
263,0.098,5.241635799407959
264,0.098,5.255661725997925
265,0.098,5.2696373462677
266,0.098,5.279480218887329
267,0.098,5.304277420043945
268,0.097,5.326378583908081
269,0.098,5.343935012817383
270,0.098,5.359387397766113
271,0.098,5.379562139511108
272,0.098,5.400681018829346
273,0.098,5.419610023498535
274,0.098,5.4394614696502686
275,0.098,5.459402084350586
276,0.098,5.474566459655762
277,0.097,5.49226188659668
278,0.097,5.509608268737793
279,0.097,5.525496482849121
280,0.098,5.539649724960327
281,0.097,5.563019514083862
282,0.097,5.5796942710876465
283,0.097,5.592292070388794
284,0.097,5.611939191818237
285,0.097,5.629578113555908
286,0.097,5.642203330993652
287,0.097,5.663019895553589
288,0.097,5.6848015785217285
289,0.097,5.704763889312744
290,0.096,5.725411891937256
291,0.096,5.7396767139434814
292,0.096,5.750922918319702
293,0.096,5.7709267139434814
294,0.096,5.791991233825684
295,0.097,5.850259065628052
296,0.096,5.879441261291504
297,0.096,5.892590761184692
298,0.097,5.914487361907959
299,0.096,5.9333720207214355
300,0.096,5.9494569301605225
301,0.096,5.969599008560181
302,0.096,5.98384952545166
303,0.096,5.9998016357421875
304,0.096,6.02344822883606
305,0.096,6.04151725769043
306,0.096,6.059693336486816
307,0.096,6.0797669887542725
308,0.095,6.09206223487854
309,0.095,6.109707355499268
310,0.095,6.1343982219696045
311,0.095,6.151250600814819
312,0.096,6.174681186676025
313,0.095,6.189404487609863
314,0.095,6.200397491455078
315,0.095,6.219850063323975
316,0.095,6.241152048110962
317,0.095,6.259808540344238
318,0.095,6.278048276901245
319,0.095,6.2910120487213135
320,0.094,6.309751510620117
321,0.095,6.329590320587158
322,0.095,6.342358112335205
323,0.095,6.364469766616821
324,0.095,6.386981725692749
325,0.094,6.399478912353516
326,0.094,6.42568039894104
327,0.094,6.442517518997192
328,0.095,6.459773778915405
329,0.094,6.4794323444366455
330,0.094,6.492529630661011
331,0.094,6.515634536743164
332,0.094,6.5347607135772705
333,0.094,6.550004720687866
334,0.094,6.5664379596710205
335,0.094,6.58171010017395
336,0.094,6.614645004272461
337,0.094,6.639786958694458
338,0.094,6.656994104385376
339,0.094,6.673822641372681
340,0.094,6.691122531890869
341,0.093,6.709736108779907
342,0.093,6.731945753097534
343,0.093,6.749584436416626
344,0.094,6.764370679855347
345,0.093,6.778423070907593
346,0.093,6.789708375930786
347,0.093,6.854369640350342
348,0.093,6.883164405822754
349,0.093,6.909814834594727
350,0.093,6.924400806427002
351,0.093,6.940093994140625
352,0.093,6.959571361541748
353,0.093,6.980693101882935
354,0.093,6.999930381774902
355,0.093,7.019343137741089
356,0.093,7.0321877002716064
357,0.092,7.0493247509002686
358,0.092,7.069403886795044
359,0.092,7.089811325073242
360,0.092,7.107913255691528
361,0.092,7.1244165897369385
362,0.092,7.140213966369629
363,0.092,7.154759168624878
364,0.092,7.169804573059082
365,0.092,7.1897971630096436
366,0.092,7.2097907066345215
367,0.092,7.223726511001587
368,0.092,7.240145683288574
369,0.092,7.255632162094116
370,0.092,7.269677639007568
371,0.092,7.289397954940796
372,0.092,7.306041240692139
373,0.091,7.322545051574707
374,0.091,7.339823961257935
375,0.092,7.3596484661102295
376,0.092,7.369722127914429
377,0.091,7.389502048492432
378,0.091,7.411055088043213
379,0.091,7.430771350860596
380,0.091,7.454411268234253
381,0.091,7.474481105804443
382,0.091,7.489389657974243
383,0.091,7.513854026794434
384,0.091,7.5334861278533936
385,0.091,7.554774761199951
386,0.091,7.572238206863403
387,0.091,7.581477403640747
388,0.091,7.599665880203247
389,0.090,7.619369029998779
390,0.091,7.639720678329468
391,0.091,7.661952018737793
393,0.091,7.699656248092651
394,0.091,7.723412036895752
395,0.090,7.7497477531433105
396,0.090,7.769470453262329
397,0.090,7.788586854934692
398,0.090,7.806837797164917
399,0.091,7.824912071228027
400,0.090,7.840066432952881
401,0.090,7.865236043930054
402,0.090,7.882066249847412
403,0.090,7.902438640594482
404,0.090,7.924912929534912
405,0.090,7.950222969055176
406,0.090,7.969340801239014
407,0.090,7.990052223205566
408,0.089,8.009450435638428
409,0.089,8.029472827911377
410,0.090,8.04830288887024
411,0.090,8.064803123474121
412,0.089,8.08149766921997
413,0.089,8.104736566543579
414,0.089,8.121193885803223
415,0.089,8.145848751068115
416,0.089,8.164021492004395
417,0.089,8.181213617324829
418,0.089,8.199409246444702
419,0.089,8.22074818611145
420,0.089,8.2396399974823
421,0.089,8.254233837127686
422,0.089,8.271888256072998
423,0.089,8.289669275283813
424,0.088,8.305389642715454
425,0.089,8.320846796035767
426,0.089,8.382905006408691
427,0.089,8.409512758255005
428,0.088,8.422006845474243
429,0.088,8.439456701278687
430,0.088,8.462388038635254
431,0.088,8.479548454284668
432,0.088,8.499467611312866
433,0.088,8.517001628875732
434,0.088,8.539622068405151
435,0.088,8.574442625045776
436,0.088,8.594554901123047
437,0.088,8.612101793289185
438,0.088,8.630226135253906
439,0.088,8.64981198310852
440,0.088,8.67186975479126
441,0.088,8.68943452835083
442,0.088,8.709533929824829
443,0.088,8.728450059890747
444,0.088,8.751527547836304
445,0.087,8.769697904586792
446,0.088,8.78962230682373
447,0.088,8.811624765396118
448,0.087,8.829732179641724
449,0.087,8.849820852279663
450,0.087,8.863094806671143
451,0.087,8.8882474899292
452,0.087,8.903090953826904
453,0.087,8.920914888381958
454,0.087,8.9364013671875
455,0.087,8.952540636062622
456,0.087,8.969629287719727
457,0.087,8.98954725265503
458,0.087,9.009797811508179
459,0.087,9.029531478881836
460,0.087,9.039689064025879
461,0.086,9.053683280944824
462,0.086,9.07042407989502
463,0.086,9.08699107170105
464,0.086,9.102766513824463
465,0.086,9.119752645492554
466,0.086,9.137151002883911
467,0.086,9.15950322151184
468,0.086,9.171174049377441
469,0.087,9.189553260803223
470,0.086,9.210910558700562
471,0.086,9.229535102844238
472,0.086,9.244208335876465
473,0.086,9.261914014816284
474,0.086,9.279639959335327
475,0.086,9.289367198944092
476,0.086,9.308690071105957
477,0.085,9.319991111755371
478,0.086,9.33983039855957
479,0.085,9.3593590259552
480,0.085,9.379477262496948
481,0.085,9.398016452789307
482,0.085,9.411983489990234
483,0.085,9.42941927909851
484,0.085,9.449810028076172
485,0.085,9.463519811630249
486,0.085,9.479647159576416
487,0.085,9.49536418914795
488,0.085,9.511641502380371
490,0.085,9.544929027557373
491,0.085,9.5595862865448
492,0.084,9.579776763916016
493,0.084,9.599568367004395
494,0.085,9.611122131347656
495,0.085,9.629376888275146
496,0.085,9.646302223205566
497,0.084,9.664449691772461
498,0.085,9.679404258728027
499,0.084,9.692466259002686
500,0.085,9.709486722946167
501,0.084,9.726689577102661
502,0.084,9.743465900421143
503,0.084,9.762688636779785
504,0.084,9.834526777267456
505,0.084,9.852224826812744
506,0.084,9.860623121261597
507,0.084,9.87979793548584
508,0.084,9.893644571304321
509,0.084,9.914560317993164
510,0.084,9.929346323013306
511,0.084,9.951253414154053
512,0.084,9.976153135299683
513,0.084,9.989535331726074
514,0.084,10.002052545547485
515,0.083,10.019632816314697
516,0.084,10.042750358581543
517,0.084,10.061135292053223
518,0.084,10.077342987060547
519,0.084,10.094004392623901
520,0.083,10.11943531036377
521,0.083,10.148512840270996
522,0.084,10.16758918762207
523,0.083,10.184223413467407
524,0.083,10.200576782226562
525,0.083,10.21469235420227
526,0.083,10.22934889793396
527,0.083,10.24327039718628
528,0.083,10.261543273925781
529,0.083,10.280710220336914
530,0.083,10.299585342407227
531,0.082,10.314476251602173
532,0.083,10.329748630523682
533,0.082,10.34333348274231
534,0.082,10.359328746795654
535,0.082,10.383907556533813
536,0.082,10.399553060531616
537,0.082,10.419742107391357
538,0.082,10.434930801391602
539,0.082,10.449379682540894
540,0.082,10.469637393951416
541,0.082,10.485090017318726
542,0.082,10.50145936012268
543,0.082,10.519955158233643
544,0.081,10.534691333770752
545,0.082,10.551358699798584
546,0.081,10.568335056304932
547,0.082,10.585060596466064
548,0.082,10.601471900939941
549,0.081,10.62524938583374
550,0.082,10.643070459365845
551,0.081,10.651118278503418
552,0.082,10.669756650924683
553,0.081,10.684425115585327
554,0.081,10.704240322113037
555,0.081,10.727096319198608
556,0.081,10.744402170181274
557,0.081,10.759490489959717
558,0.081,10.780542373657227
559,0.081,10.80149507522583
560,0.081,10.819422721862793
561,0.081,10.839692115783691
562,0.081,10.851192474365234
563,0.081,10.869662523269653
564,0.081,10.884033441543579
565,0.081,10.903095722198486
566,0.081,10.919362306594849
567,0.081,10.93412446975708
568,0.081,10.950840473175049
569,0.080,10.964591026306152
570,0.081,10.978824377059937
571,0.080,10.99116563796997
572,0.080,11.012717008590698
573,0.081,11.039639234542847
574,0.080,11.051465272903442
575,0.080,11.075462341308594
576,0.080,11.082684516906738
577,0.080,11.100241899490356
578,0.080,11.119365215301514
579,0.080,11.132513284683228
580,0.080,11.149936437606812
581,0.080,11.166795253753662
582,0.079,11.179670810699463
583,0.080,11.194805145263672
584,0.080,11.219350099563599
585,0.080,11.235334157943726
586,0.080,11.25728178024292
587,0.080,11.32937502861023
588,0.079,11.341832637786865
589,0.079,11.359761714935303
590,0.079,11.37508511543274
591,0.079,11.391655683517456
592,0.079,11.412366390228271
593,0.079,11.43210244178772
594,0.079,11.449766397476196
595,0.079,11.46665644645691
596,0.079,11.482919931411743
597,0.079,11.499578714370728
598,0.079,11.51964282989502
599,0.079,11.531494140625
600,0.079,11.553458452224731
601,0.079,11.569318771362305
602,0.079,11.583789587020874
603,0.078,11.609800577163696
604,0.079,11.631619453430176
605,0.079,11.650521039962769
606,0.079,11.666957139968872
607,0.078,11.683581590652466
608,0.079,11.699817895889282
609,0.078,11.719573259353638
610,0.078,11.731529474258423
611,0.078,11.75039529800415
612,0.079,11.766039848327637
613,0.078,11.782723188400269
614,0.078,11.79076886177063
615,0.078,11.814547777175903
616,0.078,11.831411123275757
617,0.078,11.849398136138916
618,0.078,11.872888326644897
619,0.078,11.889461755752563
620,0.077,11.906304121017456
621,0.078,11.91947317123413
622,0.077,11.93241834640503
623,0.077,11.954360246658325
624,0.078,11.969403505325317
625,0.077,11.982240676879883
626,0.077,12.001724004745483
627,0.077,12.019752264022827
628,0.078,12.039335489273071
629,0.077,12.059728622436523
630,0.077,12.072476625442505
631,0.077,12.094439268112183
632,0.077,12.10955023765564
633,0.077,12.123395442962646
634,0.077,12.139582395553589
635,0.077,12.15936279296875
636,0.077,12.179718494415283
637,0.077,12.199356079101562
638,0.077,12.219669103622437
639,0.077,12.249758958816528
640,0.077,12.273966550827026
641,0.076,12.292393207550049
642,0.077,12.313459634780884
643,0.076,12.332300662994385
644,0.076,12.349404335021973
645,0.077,12.365778923034668
646,0.076,12.382246971130371
647,0.076,12.399432182312012
648,0.076,12.422148704528809
649,0.076,12.434814214706421
650,0.076,12.454408168792725
651,0.076,12.474388837814331
652,0.076,12.489921808242798
653,0.076,12.514456033706665
654,0.076,12.531653881072998
655,0.076,12.550986528396606
656,0.076,12.564780473709106
657,0.076,12.581784009933472
659,0.075,12.624469518661499
660,0.076,12.648614645004272
661,0.076,12.669116973876953
662,0.076,12.68823528289795
663,0.075,12.706366062164307
664,0.075,12.72148871421814
665,0.075,12.74284553527832
666,0.075,12.759791135787964
667,0.075,12.782352924346924
668,0.075,12.799355745315552
669,0.075,12.815883159637451
670,0.075,12.879418134689331
671,0.075,12.89968752861023
672,0.075,12.934790849685669
673,0.075,12.955868244171143
674,0.075,12.972890138626099
675,0.075,12.98967432975769
676,0.074,13.00946593284607
677,0.075,13.02977442741394
678,0.075,13.053143978118896
679,0.075,13.073058366775513
680,0.074,13.089728116989136
681,0.074,13.109331369400024
682,0.074,13.1306893825531
683,0.074,13.154048442840576
684,0.074,13.172568082809448
685,0.074,13.189534664154053
686,0.074,13.206764459609985
687,0.074,13.223614931106567
688,0.074,13.24953317642212
689,0.074,13.269788980484009
690,0.074,13.289679050445557
691,0.074,13.305627822875977
692,0.074,13.323359966278076
693,0.074,13.346930265426636
694,0.074,13.364592790603638
695,0.074,13.386969566345215
696,0.074,13.405483722686768
697,0.073,13.42318081855774
698,0.074,13.439478397369385
699,0.074,13.459690570831299
700,0.073,13.47947883605957
701,0.073,13.499393701553345
702,0.073,13.521667242050171
703,0.073,13.53977108001709
704,0.074,13.5548734664917
705,0.073,13.571662187576294
706,0.073,13.592402696609497
707,0.073,13.609607219696045
708,0.073,13.621510982513428
709,0.073,13.646627187728882
710,0.073,13.671616315841675
711,0.073,13.689806461334229
712,0.073,13.712783575057983
713,0.073,13.737878561019897
714,0.073,13.75501298904419
715,0.073,13.771294116973877
716,0.073,13.789634943008423
717,0.072,13.812190532684326
718,0.072,13.829462766647339
720,0.072,13.871378898620605
721,0.072,13.89618730545044
722,0.073,13.921080112457275
723,0.072,13.944132566452026
724,0.072,13.965787172317505
725,0.072,13.987946510314941
726,0.072,14.005733251571655
727,0.072,14.021583080291748
728,0.072,14.044684410095215
729,0.072,14.061334609985352
730,0.072,14.085516214370728
731,0.072,14.104389429092407
732,0.072,14.14730453491211
733,0.072,14.162421464920044
734,0.072,14.187427997589111
735,0.071,14.203521728515625
736,0.072,14.22968578338623
737,0.072,14.245901346206665
738,0.072,14.2635178565979
739,0.071,14.285953044891357
740,0.071,14.312206029891968
741,0.072,14.329613208770752
742,0.071,14.393349885940552
743,0.071,14.421530961990356
744,0.071,14.446572542190552
745,0.071,14.464456558227539
746,0.071,14.499298810958862
747,0.071,14.519773244857788
748,0.071,14.53973650932312
749,0.071,14.553380250930786
750,0.070,14.576434135437012
751,0.071,14.592996597290039
752,0.070,14.613653659820557
753,0.071,14.636927604675293
754,0.071,14.654170751571655
755,0.071,14.670766115188599
756,0.071,14.69430923461914
757,0.071,14.711126804351807
758,0.070,14.731740713119507
759,0.070,14.749420642852783
760,0.070,14.761440753936768
761,0.070,14.786628723144531
762,0.070,14.80952787399292
763,0.070,14.834260702133179
764,0.070,14.85276484489441
765,0.070,14.869719505310059
766,0.070,14.893985986709595
767,0.070,14.9146249294281
768,0.070,14.93442440032959
769,0.070,14.952776432037354
770,0.070,14.969631433486938
771,0.070,14.99246621131897
772,0.069,15.014625787734985
773,0.070,15.0308096408844
774,0.070,78
775,0.069,15.069423913955688
776,0.069,15.092068195343018
777,0.069,15.114416599273682
778,0.070,15.135778665542603
779,0.069,15.1597318649292
780,0.069,15.176443338394165
781,0.070,15.196497440338135
782,0.069,15.210496664047241
783,0.069,15.23548698425293
784,0.069,15.250313520431519
785,0.069,15.269316911697388
786,0.069,15.294723272323608
787,0.069,15.314960479736328
788,0.069,15.334519147872925
789,0.069,15.353278636932373
790,0.069,15.370789527893066
791,0.069,15.393550634384155
792,0.069,15.409677505493164
793,0.068,15.429485082626343
794,0.068,15.44996976852417
796,0.068,15.484601259231567
797,0.068,15.509442806243896
798,0.068,15.529468774795532
799,0.068,15.549603700637817
800,0.068,15.56984281539917
801,0.068,15.589755296707153
802,0.068,15.60951852798462
803,0.068,15.62967824935913
804,0.068,15.649519443511963
805,0.068,15.670111894607544
806,0.068,15.692941427230835
807,0.068,15.70955514907837
808,0.068,15.739549160003662
809,0.068,15.809603691101074
810,0.068,15.832621812820435
811,0.068,15.849247455596924
812,0.068,15.85956621170044
813,0.068,15.882917404174805
814,0.068,15.899609565734863
815,0.068,15.923942565917969
816,0.067,15.94234848022461
817,0.067,15.959641695022583
818,0.067,15.97960090637207
819,0.067,16.002645015716553
820,0.067,16.019402742385864
821,0.067,16.059479236602783
822,0.067,16.079731702804565
823,0.067,16.099425554275513
824,0.067,16.125922679901123
825,0.067,16.145177125930786
826,0.067,16.16566300392151
827,0.067,16.18302083015442
828,0.067,16.199629068374634
829,0.067,16.21435570716858
830,0.067,16.229405164718628
831,0.067,16.249858856201172
832,0.067,16.269444227218628
833,0.066,16.294399738311768
834,0.066,16.315165996551514
835,0.066,16.329721212387085
836,0.066,16.353437900543213
837,0.066,16.377066612243652
838,0.066,16.390508890151978
839,0.066,16.414788007736206
840,0.066,16.436453580856323
841,0.066,16.449641942977905
842,0.066,16.459675550460815
843,0.066,16.48304843902588
844,0.066,16.502387523651123
845,0.066,16.51943349838257
846,0.066,16.534492015838623
847,0.066,16.551650047302246
848,0.065,16.569376707077026
849,0.066,16.587989568710327
850,0.066,16.60722827911377
851,0.065,16.62446641921997
852,0.066,16.639469623565674
853,0.066,16.65946078300476
854,0.065,16.67192840576172
855,0.065,16.699989080429077
856,0.065,16.724244832992554
857,0.065,16.74091935157776
858,0.065,16.759477853775024
859,0.066,16.780515670776367
860,0.065,16.79976749420166
861,0.065,16.814384937286377
862,0.065,16.834806442260742
863,0.065,16.857144355773926
864,0.065,16.87506604194641
865,0.065,16.930803298950195
866,0.065,16.955592155456543
867,0.065,16.97177505493164
868,0.065,17.030322074890137
869,0.065,17.049487829208374
870,0.065,17.06962013244629
871,0.065,17.085735082626343
872,0.065,17.10982918739319
873,0.065,17.13790464401245
874,0.064,17.15055274963379
875,0.064,17.17535901069641
876,0.065,17.199421882629395
877,0.064,17.215892791748047
878,0.064,17.232249975204468
879,0.064,17.259454488754272
880,0.064,17.283923387527466
881,0.064,17.29940176010132
882,0.064,17.31318688392639
883,0.064,17.33485984802246
884,0.064,17.349413633346558
885,0.064,17.369778871536255
886,0.064,17.38753366470337
887,0.064,17.40968370437622
888,0.064,17.428636074066162
889,0.064,17.442139387130737
890,0.064,17.459532260894775
891,0.064,17.472092628479004
892,0.063,17.489678382873535
893,0.064,17.508441925048828
894,0.063,17.521183967590332
895,0.064,17.539650678634644
896,0.064,17.549699306488037
897,0.064,17.575056076049805
898,0.063,17.589346408843994
899,0.063,17.621001720428467
900,0.063,17.63941717147827
901,0.063,17.654529333114624
902,0.063,17.672159433364868
903,0.064,17.687823057174683
904,0.063,17.699496746063232
905,0.063,17.720836639404297
906,0.063,17.737412691116333
907,0.063,17.753908157348633
908,0.063,17.775551795959473
909,0.063,17.795676708221436
910,0.063,17.813167095184326
911,0.062,17.829564094543457
912,0.062,17.849427223205566
913,0.063,17.86219835281372
914,0.062,17.88406538963318
915,0.063,17.899641752243042
916,0.062,17.90979552268982
917,0.062,17.929574728012085
918,0.062,17.946053504943848
919,0.063,17.959612607955933
920,0.063,17.97976779937744
921,0.062,17.99939274787903
922,0.062,18.01451539993286
923,0.062,18.03434419631958
924,0.062,18.053616046905518
925,0.062,18.07088303565979
926,0.062,18.089351654052734
927,0.062,18.11155343055725
928,0.062,18.130353212356567
929,0.062,18.149439096450806
930,0.062,18.161449909210205
931,0.062,18.226423978805542
932,0.061,18.252965688705444
933,0.061,18.27761697769165
934,0.061,18.29454493522644
935,0.061,18.313215970993042
936,0.061,18.329575777053833
937,0.061,18.352535486221313
938,0.061,18.36972451210022
939,0.061,18.397796630859375
940,0.062,18.410950660705566
941,0.062,18.435728073120117
942,0.061,18.45285940170288
943,0.061,18.47604513168335
944,0.061,18.4896502494812
945,0.061,18.509639978408813
946,0.061,18.520192861557007
947,0.061,18.544365406036377
948,0.061,18.560447931289673
949,0.061,18.579585790634155
950,0.060,18.60233235359192
951,0.061,18.619637489318848
952,0.061,18.63960886001587
953,0.061,18.660861015319824
954,0.060,18.67974877357483
955,0.060,18.699695825576782
956,0.061,18.71919536590576
957,0.060,18.739577054977417
958,0.060,18.755698919296265
959,0.061,18.777226448059082
960,0.061,18.79506206512451
961,0.060,18.811160564422607
962,0.061,18.836216688156128
963,0.060,18.856621265411377
964,0.060,18.874044179916382
965,0.060,18.8936767578125
966,0.060,18.914751768112183
967,0.060,18.936869621276855
968,0.060,18.954360008239746
969,0.060,18.970768213272095
970,0.060,18.993703842163086
971,0.059,19.018696308135986
972,0.060,19.036976099014282
973,0.060,19.056334257125854
974,0.059,19.074580907821655
975,0.060,19.089571952819824
976,0.060,19.1101016998291
977,0.059,19.129627466201782
978,0.059,19.151308059692383
979,0.060,19.173118591308594
980,0.059,19.191834211349487
981,0.059,19.211520195007324
982,0.059,19.235759258270264
983,0.059,19.251591682434082
984,0.059,19.274333477020264
985,0.059,19.29295825958252
986,0.059,19.309632539749146
987,0.059,19.332026481628418
988,0.059,19.354662656784058
989,0.059,19.369344234466553
990,0.059,19.38949990272522
991,0.059,19.411641597747803
992,0.059,19.429659366607666
993,0.058,19.449402570724487
994,0.059,19.469719171524048
995,0.059,19.48951029777527
996,0.059,19.511122703552246
