Epoch,Loss,Time
0,0.671,0.15278220176696777
1,0.673,0.19379472732543945
2,0.669,0.24294137954711914
3,0.666,0.27964043617248535
4,0.657,0.31177377700805664
5,0.654,0.3566141128540039
6,0.643,0.44535112380981445
7,0.634,0.4825632572174072
8,0.622,0.5256149768829346
9,0.601,0.5702083110809326
10,0.578,0.6096744537353516
11,0.561,0.651458740234375
12,0.523,0.6896755695343018
13,0.502,0.7325966358184814
14,0.471,0.7696161270141602
15,0.435,0.8094327449798584
16,0.406,0.8495960235595703
17,0.378,0.8916699886322021
18,0.344,0.9294373989105225
19,0.314,0.9695346355438232
20,0.294,1.009472370147705
21,0.268,1.053321123123169
22,0.251,1.0898842811584473
23,0.225,1.12522292137146
24,0.211,1.1598658561706543
25,0.194,1.1897249221801758
26,0.181,1.229844093322754
27,0.165,1.2695302963256836
28,0.156,1.3096585273742676
29,0.146,1.3455791473388672
30,0.137,1.385957956314087
31,0.130,1.4193940162658691
32,0.120,1.4597537517547607
33,0.119,1.5097246170043945
34,0.111,1.5506377220153809
35,0.104,1.592045783996582
36,0.101,1.6365745067596436
37,0.096,1.6819205284118652
39,0.095,1.769395351409912
40,0.092,1.8096239566802979
41,0.088,1.8501312732696533
42,0.091,1.8925561904907227
43,0.094,1.9330172538757324
44,0.086,1.9848051071166992
45,0.085,2.0327908992767334
46,0.082,2.1160407066345215
47,0.080,2.1644134521484375
48,0.079,2.206003189086914
49,0.080,2.2494850158691406
50,0.079,2.2896854877471924
51,0.074,2.332249641418457
52,0.075,2.3723742961883545
53,0.076,2.4139373302459717
54,0.079,2.4597182273864746
55,0.078,2.499525785446167
56,0.078,2.540330410003662
57,0.071,2.5818932056427
58,0.075,2.6248648166656494
59,0.074,2.665361166000366
60,0.074,2.709533929824829
61,0.073,2.7498040199279785
62,0.071,2.791450023651123
63,0.073,2.838160514831543
64,0.069,2.8799405097961426
65,0.072,2.9214255809783936
66,0.072,2.9597079753875732
67,0.073,2.9996533393859863
68,0.068,3.0647311210632324
69,0.067,3.1099672317504883
70,0.068,3.149623155593872
71,0.069,3.1896591186523438
72,0.072,3.2398202419281006
73,0.068,3.280867338180542
74,0.072,3.3198087215423584
75,0.067,3.3598570823669434
76,0.077,3.395899772644043
77,0.070,3.4299674034118652
78,0.073,3.4703781604766846
79,0.069,3.5137457847595215
80,0.070,3.553722858428955
81,0.071,3.5997071266174316
83,0.066,3.688230276107788
84,0.068,3.732975959777832
85,0.067,3.7709972858428955
86,0.066,3.8130316734313965
87,0.066,3.8614845275878906
88,0.074,3.955221652984619
89,0.073,3.989772081375122
90,0.070,4.0317606925964355
91,0.065,4.069730758666992
92,0.068,4.111079692840576
93,0.070,4.152431488037109
94,0.066,4.187029123306274
95,0.067,4.220149517059326
96,0.070,4.261998414993286
97,0.069,4.3071448802948
98,0.073,4.349910497665405
99,0.068,4.390917778015137
100,0.068,4.429611921310425
101,0.065,4.470454216003418
102,0.066,4.5186989307403564
103,0.065,4.5603110790252686
104,0.068,4.603359937667847
105,0.065,4.653779983520508
106,0.067,4.699535846710205
107,0.067,4.739675521850586
108,0.073,4.7898547649383545
109,0.064,4.829602956771851
110,0.066,4.869544982910156
111,0.064,4.91979193687439
112,0.068,4.961154460906982
113,0.066,5.002771377563477
114,0.062,5.052787780761719
115,0.069,5.101006984710693
116,0.069,5.144281387329102
117,0.067,5.185781717300415
118,0.062,5.231220006942749
119,0.062,5.269503831863403
120,0.064,5.317240953445435
121,0.068,5.411344528198242
122,0.067,5.469809532165527
123,0.063,5.509437322616577
124,0.065,5.550048112869263
125,0.063,5.584227800369263
126,0.064,5.619751214981079
127,0.065,5.652349472045898
128,0.067,5.701178550720215
129,0.065,5.75341796875
130,0.071,5.7840142250061035
131,0.066,5.8197691440582275
132,0.068,5.859874725341797
133,0.067,5.8995232582092285
134,0.067,5.947446584701538
135,0.065,5.98968505859375
136,0.065,6.026677370071411
137,0.068,6.0597639083862305
138,0.065,6.1095521450042725
139,0.064,6.150315761566162
140,0.066,6.190683364868164
141,0.063,6.242264747619629
142,0.066,6.282850503921509
143,0.066,6.32287335395813
144,0.069,6.364502191543579
145,0.061,6.404719114303589
146,0.063,6.447649955749512
147,0.063,6.480919122695923
148,0.061,6.529705047607422
149,0.068,6.569712162017822
150,0.063,6.60979437828064
151,0.061,6.6495020389556885
152,0.062,6.690328359603882
153,0.064,6.7327024936676025
154,0.064,6.769459247589111
155,0.066,6.807035684585571
156,0.067,6.849887132644653
157,0.063,6.889444589614868
158,0.065,6.924573659896851
159,0.064,6.9699859619140625
160,0.065,7.01741623878479
161,0.066,7.059502601623535
162,0.068,7.105574607849121
163,0.061,7.139540672302246
164,0.063,7.169780015945435
165,0.063,7.212123870849609
166,0.063,7.249438762664795
167,0.066,7.329865455627441
